BAD,LOAN,VALUE,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC_missing,DEBTINC_median,REASON_DebtCon,REASON_HomeImp,JOB_Mgr,JOB_Office,JOB_Other,JOB_ProfExe,JOB_Sales,JOB_Self
0,11700,69125.0,7.0,0,0,180.0,1,21,0,23.766832127,1,0,0,0,1,0,0,0
0,11700,91737.0,0.0,4,0,104.0,0,4,0,30.330811492,1,0,0,0,1,0,0,0
0,11700,82252.0,13.0,0,0,233.0,3,37,0,40.075275838,1,0,0,1,0,0,0,0
0,11700,85000.0,3.0,0,0,38.0,2,4,1,34.818261819,1,0,0,0,1,0,0,0
1,11700,85000.0,3.8,3,0,80.0,0,22,1,34.818261819,1,0,1,0,0,0,0,0
1,11700,78000.0,20.0,0,0,216.0,2,24,1,34.818261819,1,0,0,1,0,0,0,0
1,11700,93707.0,7.0,3,0,163.0,2,51,0,69.480650392,1,0,0,0,1,0,0,0
0,11700,62116.0,7.0,0,0,180.0,1,21,0,37.010948765,1,0,1,0,0,0,0,0
0,11700,86227.0,7.0,0,0,117.0,0,23,0,28.019227084,1,0,1,0,0,0,0,0
0,11700,76055.0,12.0,0,0,245.0,0,26,0,28.439965842,1,0,0,0,1,0,0,0
0,11700,74500.0,19.0,0,2,379.0,1,11,0,20.090783327,1,0,0,0,0,1,0,0
0,11700,86987.0,17.0,0,0,198.0,0,16,0,33.931163419,0,1,0,0,1,0,0,0
0,11700,103016.0,1.0,0,0,70.0,2,24,0,38.448387115,1,0,1,0,0,0,0,0
0,11700,67931.0,4.0,0,0,199.0,2,16,0,27.616338511,1,0,1,0,0,0,0,0
0,11700,83334.0,4.0,0,2,177.0,0,13,0,30.998694504,0,1,0,0,1,0,0,0
0,11700,110617.0,18.0,0,2,199.0,1,16,0,38.721259448,1,0,0,0,1,0,0,0
0,11700,107600.0,12.0,0,0,215.0,2,15,0,40.287411441,1,0,0,0,1,0,0,0
0,11700,86216.0,3.0,0,0,176.0,2,35,0,30.253969922,1,0,0,0,1,0,0,0
1,11800,93328.0,4.0,5,0,118.0,3,16,0,58.295989944,0,1,0,1,0,0,0,0
0,11800,125325.0,5.0,0,0,181.0,0,18,0,33.200397325,1,0,0,0,0,0,0,1
0,11800,61618.0,0.0,0,0,161.0,0,21,0,37.129512042,1,0,0,1,0,0,0,0
0,11800,102263.0,5.0,0,0,105.0,0,34,0,36.070978869,0,1,0,0,0,1,0,0
1,11800,108092.0,13.0,0,7,127.0,0,36,0,37.162689687,0,1,0,0,0,1,0,0
0,11800,65769.0,7.0,0,0,357.0,0,7,0,34.327276537,0,1,0,0,1,0,0,0
0,11800,30436.0,5.0,0,1,104.0,0,16,0,19.408461231,1,0,0,1,0,0,0,0
0,11800,57132.0,7.0,0,0,74.0,0,14,0,42.81224294,1,0,0,0,1,0,0,0
0,11800,65535.0,11.0,0,0,108.0,1,18,0,32.783483568,1,0,1,0,0,0,0,0
0,11800,78004.0,12.0,0,0,251.0,0,31,0,43.372372819,0,1,0,1,0,0,0,0
0,11800,82218.0,12.0,0,0,255.0,3,36,0,40.878428241,1,0,0,1,0,0,0,0
0,11800,125552.0,11.0,0,0,148.0,1,22,0,37.884449327,1,0,0,1,0,0,0,0
0,11800,137385.0,15.0,0,1,171.0,1,33,0,30.785003591,1,0,0,0,0,1,0,0
0,11800,51984.0,7.0,0,0,83.0,0,14,0,40.88273326,1,0,0,0,1,0,0,0
0,11800,59515.0,23.0,0,0,232.0,0,29,0,25.701276422,1,0,0,1,0,0,0,0
0,11800,51246.0,11.0,0,0,306.0,2,13,0,32.500059069,0,1,0,0,1,0,0,0
0,11800,91614.0,26.0,0,0,172.0,2,13,0,42.488517052,0,1,0,1,0,0,0,0
0,11800,69786.0,5.0,1,1,127.0,2,24,0,41.047754879,1,0,1,0,0,0,0,0
0,11800,110250.0,18.0,0,2,196.0,1,16,0,36.871699423,1,0,0,0,1,0,0,0
0,11800,140781.0,14.0,0,0,171.0,0,32,0,29.942492402,1,0,0,0,0,1,0,0
0,11900,63800.0,9.0,0,0,244.0,0,18,1,34.818261819,1,0,0,0,1,0,0,0
1,11900,79000.0,1.0,0,0,183.0,2,23,1,34.818261819,0,1,1,0,0,0,0,0
0,11900,54299.0,22.0,0,0,123.0,0,22,0,37.154902302,0,1,0,0,1,0,0,0
0,11900,86913.0,12.0,0,0,120.0,0,24,0,38.861656969,1,0,0,1,0,0,0,0
0,11900,109386.0,11.0,0,1,176.0,0,28,0,33.670908179,0,1,0,0,0,1,0,0
1,11900,128780.0,8.0,0,0,60.0,3,21,0,49.418114378,1,0,0,1,0,0,0,0
0,11900,64130.0,13.0,0,0,119.0,1,18,0,32.665746304,1,0,1,0,0,0,0,0
0,11900,39433.0,7.0,0,1,81.0,0,9,0,35.503664257,0,1,0,0,1,0,0,0
0,11900,87000.0,20.0,0,0,238.0,11,24,1,34.818261819,1,0,1,0,0,0,0,0
0,11900,122788.0,10.0,0,0,180.0,1,21,0,39.430730627,0,1,0,0,1,0,0,0
0,11900,68211.0,23.0,0,0,235.0,0,28,0,28.391039297,1,0,0,1,0,0,0,0
0,11900,80963.0,21.0,0,0,239.0,0,10,0,24.534997192,0,1,0,0,0,1,0,0
0,11900,144178.0,15.0,0,1,171.0,1,32,0,29.099981214,1,0,0,0,0,1,0,0
1,11900,77870.0,7.0,0,0,69.0,1,19,1,34.818261819,0,1,0,0,1,0,0,0
1,11900,72000.0,12.0,0,0,124.0,0,20,1,34.818261819,1,0,0,0,1,0,0,0
0,11900,59948.0,24.0,0,0,228.0,1,29,0,25.728837383,1,0,0,1,0,0,0,0
0,11900,52544.0,0.0,0,0,241.0,0,11,0,40.775677146,0,1,0,0,1,0,0,0
0,11900,105403.0,5.0,0,1,83.0,1,34,0,36.50598321,0,1,0,0,0,1,0,0
1,11900,48574.0,13.0,0,0,132.0,0,4,0,36.611156973,1,0,0,1,0,0,0,0
0,11900,227295.0,10.0,0,0,240.0,0,22,0,33.776336963,0,1,0,0,0,1,0,0
0,11900,110902.0,17.0,0,1,197.0,2,15,0,37.99899138,1,0,0,0,1,0,0,0
0,11900,107895.0,9.0,0,0,250.0,0,24,0,30.305388108,0,1,1,0,0,0,0,0
1,11900,89235.5,3.0,0,0,180.0,1,21,0,40.932766781,1,0,0,0,1,0,0,0
0,11900,104371.0,1.0,0,0,79.0,1,23,0,40.02421108,1,0,1,0,0,0,0,0
0,11900,208924.0,15.0,0,0,13.0,8,7,0,18.249721916,0,1,0,0,0,0,0,1
0,11900,143915.0,15.0,0,1,186.0,0,32,0,28.977738657,1,0,0,0,0,1,0,0
0,11900,105454.0,6.0,0,0,92.0,1,33,0,37.525751033,0,1,0,0,0,1,0,0
0,11900,74842.0,12.0,0,0,250.0,0,26,0,29.734874071,1,0,0,0,1,0,0,0
0,12000,123415.0,9.0,0,0,139.0,1,21,0,38.582669884,1,0,0,1,0,0,0,0
0,12000,126479.0,8.0,0,0,180.0,1,21,0,38.928315685,0,1,0,0,1,0,0,0
0,12000,74204.0,6.0,0,0,99.0,2,14,0,24.490438355,1,0,0,1,0,0,0,0
0,12000,59947.0,23.0,0,0,118.0,0,22,0,37.131064161,0,1,0,0,1,0,0,0
0,12000,69076.0,10.0,1,0,83.0,1,19,0,29.632108256,1,0,1,0,0,0,0,0
0,12000,83864.0,8.0,0,0,102.0,0,22,0,27.17193008,1,0,1,0,0,0,0,0
0,12000,55079.0,23.0,0,1,109.0,0,23,0,40.797457548,0,1,0,0,1,0,0,0
0,12000,43157.0,8.0,0,0,152.0,7,28,0,38.177742947,1,0,0,0,1,0,0,0
0,12000,65395.0,8.0,2,0,347.0,0,21,0,16.816307486,0,1,0,0,1,0,0,0
0,12000,68707.0,23.0,0,0,235.0,1,29,0,26.301236902,1,0,0,1,0,0,0,0
0,12000,53079.0,23.0,0,0,260.0,0,20,0,29.397478217,0,1,0,1,0,0,0,0
1,12000,70171.0,7.0,0,2,206.0,1,12,0,29.843136669,0,1,0,0,1,0,0,0
0,12000,93757.0,16.0,0,1,91.0,0,8,0,24.459383678,1,0,0,1,0,0,0,0
0,12000,121229.0,2.0,0,0,104.0,0,25,0,34.767288887,1,0,0,0,1,0,0,0
0,12000,98139.0,8.0,0,0,157.0,0,34,0,31.700124322,0,1,0,0,0,1,0,0
1,12000,89036.0,8.0,0,0,92.0,1,19,0,50.173065029,0,1,0,0,1,0,0,0
0,12000,52938.0,23.0,0,1,126.0,0,22,0,38.627024993,0,1,0,0,1,0,0,0
0,12000,84595.0,4.0,2,2,199.0,3,30,0,38.090209026,1,0,0,1,0,0,0,0
1,12000,60000.0,4.0,1,2,146.0,0,23,1,34.818261819,1,0,0,0,1,0,0,0
1,12000,92900.0,2.0,0,0,116.0,0,15,1,34.818261819,0,1,0,0,0,1,0,0
1,12000,96270.0,18.0,0,1,170.0,2,40,1,34.818261819,1,0,0,0,1,0,0,0
1,12000,89235.5,3.0,0,2,214.0,1,15,1,34.818261819,0,1,0,0,1,0,0,0
0,12000,64000.0,1.0,0,0,263.0,0,21,1,34.818261819,1,0,0,0,1,0,0,0
0,12000,135000.0,14.0,0,0,127.0,5,22,1,34.818261819,0,1,0,0,0,1,0,0
0,12000,60200.0,4.0,0,0,176.0,0,14,1,34.818261819,1,0,0,0,1,0,0,0
0,12000,101200.0,13.0,2,2,151.0,1,18,1,34.818261819,1,0,0,0,0,0,1,0
0,12000,123385.0,10.0,0,0,170.0,3,32,1,34.818261819,0,1,0,0,0,1,0,0
0,12000,93100.0,0.5,0,0,144.0,0,23,1,34.818261819,1,0,0,0,1,0,0,0
0,12000,94900.0,9.0,3,0,190.0,1,30,1,34.818261819,1,0,0,0,0,1,0,0
0,12000,175065.0,7.0,1,1,207.0,4,26,1,34.818261819,1,0,0,0,0,1,0,0
0,12000,61250.0,7.5,0,0,265.0,1,16,1,34.818261819,1,0,0,0,0,1,0,0
0,12000,63000.0,0.0,0,0,477.0,0,0,1,34.818261819,1,0,0,0,1,0,0,0
0,12000,112125.0,2.0,0,0,143.0,1,22,1,34.818261819,0,1,0,1,0,0,0,0
0,12000,106000.0,6.0,0,0,78.0,2,14,1,34.818261819,1,0,0,0,1,0,0,0
0,12000,67800.0,19.0,0,0,200.0,0,16,1,34.818261819,1,0,0,0,0,1,0,0
0,12000,80000.0,0.3,0,0,125.0,4,11,1,34.818261819,1,0,0,0,1,0,0,0
0,12000,118750.0,3.0,0,3,154.0,0,26,1,34.818261819,0,1,1,0,0,0,0,0
0,12000,59500.0,3.7,0,0,172.0,0,14,1,34.818261819,1,0,0,0,1,0,0,0
0,12000,105250.0,9.0,0,0,201.0,2,37,1,34.818261819,1,0,0,0,0,1,0,0
0,12000,54000.0,7.0,0,0,115.0,2,19,1,34.818261819,1,0,0,0,1,0,0,0
0,12000,99000.0,20.0,0,0,136.0,4,24,1,34.818261819,0,1,0,0,1,0,0,0
0,12000,80000.0,2.0,0,0,240.0,3,26,1,34.818261819,1,0,0,0,1,0,0,0
1,12000,87000.0,13.0,0,0,180.0,1,21,1,34.818261819,1,0,0,0,1,0,0,0
0,12000,111100.0,0.2,1,2,144.0,1,34,1,34.818261819,1,0,0,0,0,1,0,0
0,12000,113850.0,11.0,0,0,216.0,0,12,1,34.818261819,1,0,0,1,0,0,0,0
1,12000,89235.5,19.0,0,8,196.0,0,13,1,34.818261819,0,1,0,0,1,0,0,0
1,12000,102602.0,6.0,2,0,99.0,0,21,1,34.818261819,0,1,0,0,1,0,0,0
1,12000,51900.0,0.1,0,0,248.0,1,10,1,34.818261819,1,0,0,0,1,0,0,0
1,12000,132800.0,10.0,0,0,96.0,0,25,1,34.818261819,1,0,1,0,0,0,0,0
1,12000,72000.0,8.0,0,1,106.0,2,22,1,34.818261819,1,0,0,0,1,0,0,0
1,12000,139350.0,2.0,0,0,153.0,2,17,1,34.818261819,0,1,0,0,0,1,0,0
1,12000,89235.5,12.9,0,1,71.0,0,12,1,34.818261819,1,0,0,0,1,0,0,0
1,12000,80000.0,10.0,1,4,123.0,3,25,1,34.818261819,1,0,0,1,0,0,0,0
1,12000,82000.0,10.0,0,2,219.0,0,33,1,34.818261819,1,0,0,0,1,0,0,0
1,12000,42845.01,6.5,0,1,66.0,2,18,1,34.818261819,1,0,0,1,0,0,0,0
1,12000,89800.0,29.9,0,5,220.0,1,16,1,34.818261819,0,1,0,0,0,1,0,0
1,12000,91000.0,7.0,1,0,137.0,0,3,1,34.818261819,0,1,0,0,1,0,0,0
1,12000,58000.0,5.0,0,1,114.0,1,18,1,34.818261819,1,0,0,0,1,0,0,0
0,12000,97936.0,5.0,0,0,148.0,2,27,0,41.225763159,1,0,1,0,0,0,0,0
1,12000,82764.0,14.0,1,1,188.0,2,31,0,38.942759641,1,0,0,0,1,0,0,0
0,12000,62960.0,8.0,0,0,289.0,0,16,0,22.423002459,1,0,0,0,0,1,0,0
0,12000,115931.0,11.0,0,0,200.0,1,17,0,34.387943973,1,0,0,0,0,1,0,0
0,12000,67446.0,7.0,0,0,357.0,0,7,0,37.934443412,0,1,0,0,1,0,0,0
0,12000,114224.0,8.0,0,0,203.0,1,36,0,41.572971522,1,0,0,0,0,1,0,0
0,12000,100654.0,0.0,0,0,80.0,1,20,0,33.773303262,0,1,0,0,0,1,0,0
0,12000,75959.0,14.0,1,0,254.0,1,31,0,43.15970058,0,1,0,1,0,0,0,0
1,12000,33879.0,7.0,1,0,121.0,0,4,0,39.69469137,1,0,0,0,1,0,0,0
1,12000,53969.0,5.0,0,0,276.0,0,18,0,65.495243152,1,0,0,0,1,0,0,0
0,12000,114820.0,16.0,0,1,188.0,2,15,0,36.737721285,1,0,0,0,1,0,0,0
0,12100,86648.0,17.0,0,0,206.0,0,17,0,35.127874351,0,1,0,0,1,0,0,0
0,12100,83158.0,4.0,0,2,192.0,0,12,0,29.204499555,0,1,0,0,1,0,0,0
0,12100,76724.0,3.0,0,1,235.0,1,16,0,37.639252934,0,1,0,0,1,0,0,0
1,12100,227171.0,0.0,0,0,68.0,0,4,0,26.990532996,0,1,0,0,0,1,0,0
0,12100,82386.0,7.0,0,0,262.0,0,14,0,18.430472375,1,0,0,0,1,0,0,0
0,12100,126328.0,3.0,0,3,156.0,0,26,0,39.279313253,0,1,1,0,0,0,0,0
0,12100,64398.0,3.0,0,0,263.0,0,20,0,28.803982547,1,0,0,0,1,0,0,0
1,12100,72647.0,8.0,0,3,110.0,1,22,0,45.304760569,1,0,0,0,1,0,0,0
0,12100,102400.0,11.0,0,2,160.0,0,17,0,33.453728495,1,0,0,0,0,0,1,0
0,12100,66410.0,3.0,0,0,176.0,0,14,0,28.548603692,1,0,0,0,1,0,0,0
0,12100,75029.0,14.0,0,0,254.0,0,31,0,43.89784955,0,1,0,1,0,0,0,0
0,12100,65565.0,4.0,0,0,166.0,0,13,0,26.644324791,1,0,0,0,1,0,0,0
0,12100,74183.0,6.0,0,0,123.0,2,24,0,41.128085307,1,0,1,0,0,0,0,0
1,12100,38750.0,0.8,0,0,167.0,1,17,1,34.818261819,1,0,0,0,1,0,0,0
0,12100,33938.0,9.0,0,0,119.0,0,11,1,34.818261819,1,0,1,0,0,0,0,0
0,12100,48000.0,6.0,1,0,108.0,2,16,1,34.818261819,1,0,0,0,1,0,0,0
1,12100,79100.0,5.0,0,0,155.0,1,32,1,34.818261819,1,0,1,0,0,0,0,0
0,12100,94126.0,2.0,0,0,36.0,2,3,0,38.847597081,1,0,0,0,1,0,0,0
0,12100,72731.0,0.0,0,0,477.0,0,0,0,0.7202950067,1,0,0,0,1,0,0,0
0,12100,90555.0,4.0,0,0,124.0,2,27,0,41.634847306,1,0,1,0,0,0,0,0
0,12100,98881.0,6.0,0,0,102.0,1,26,0,25.782787088,0,1,0,0,0,1,0,0
0,12100,66874.0,30.0,0,3,170.0,0,23,0,37.915020999,0,1,0,0,1,0,0,0
0,12100,72773.0,0.0,0,0,270.0,0,20,0,29.495115994,1,0,0,0,1,0,0,0
0,12100,113004.0,13.0,0,0,203.0,2,15,0,37.716646112,1,0,0,0,1,0,0,0
0,12100,144712.0,13.0,0,0,130.0,5,22,0,37.413774661,0,1,0,0,0,1,0,0
0,12100,79744.0,3.0,0,0,180.0,2,35,0,29.89415099,1,0,0,0,1,0,0,0
0,12100,113744.0,0.0,0,2,139.0,0,34,0,33.943437719,1,0,0,0,0,1,0,0
0,12100,34705.0,0.0,0,0,180.0,1,21,0,37.618026904,1,0,0,0,1,0,0,0
0,12100,34443.0,9.0,0,0,118.0,0,10,0,21.589836378,1,0,1,0,0,0,0,0
0,12100,72553.0,0.0,0,0,229.0,0,10,0,35.867729634,1,0,0,0,1,0,0,0
0,12100,74539.0,17.0,0,0,200.0,0,15,0,23.130971888,1,0,0,0,0,1,0,0
0,12200,83102.0,14.0,0,0,239.0,1,32,0,44.449670971,0,1,0,1,0,0,0,0
0,12200,137794.0,3.0,0,0,251.0,1,46,0,33.517117222,1,0,0,0,0,1,0,0
0,12200,72971.0,2.0,0,0,167.0,1,16,0,34.709643927,1,0,0,0,1,0,0,0
0,12200,88473.0,2.0,0,0,235.0,3,26,0,29.097298793,1,0,0,0,1,0,0,0
0,12200,162906.0,4.0,0,0,428.0,0,43,0,30.182122904,0,1,0,0,0,1,0,0
0,12200,102618.0,2.0,0,0,80.0,2,19,0,34.405482343,0,1,0,0,0,1,0,0
1,12200,109800.0,5.0,0,0,152.0,3,33,1,34.818261819,0,1,0,0,0,1,0,0
0,12200,114053.0,11.0,0,0,174.0,0,27,1,34.818261819,1,0,0,0,1,0,0,0
0,12200,232176.0,10.0,0,1,237.0,0,22,0,30.689439205,0,1,0,0,0,1,0,0
0,12200,64736.0,9.0,0,0,250.0,0,18,0,31.635302623,1,0,0,0,1,0,0,0
0,12200,81760.0,0.0,0,0,220.0,3,26,0,30.277005376,1,0,0,0,1,0,0,0
0,12200,229929.0,11.0,0,0,223.0,0,21,0,31.370272297,0,1,0,0,0,1,0,0
0,12200,125057.0,8.0,0,0,132.0,1,21,0,37.273139992,1,0,0,1,0,0,0,0
0,12200,90873.0,2.0,0,0,36.0,1,4,0,39.973613155,1,0,0,0,1,0,0,0
0,12200,87982.0,19.0,0,0,232.0,0,11,0,25.235438798,0,1,0,0,0,1,0,0
1,12200,70400.0,14.0,0,0,170.0,0,18,0,34.629427656,1,0,0,0,1,0,0,0
0,12200,76050.0,1.0,0,0,235.0,0,9,0,35.113185331,1,0,0,0,1,0,0,0
0,12200,110479.0,9.0,0,0,197.0,2,37,0,43.189031502,1,0,0,0,0,1,0,0
0,12200,111572.0,0.0,1,1,139.0,1,33,0,34.351808356,1,0,0,0,0,1,0,0
0,12300,85209.0,8.0,0,0,174.0,0,11,0,37.824470796,1,0,0,0,0,1,0,0
0,12300,137208.0,15.0,0,1,174.0,0,33,0,32.056072286,1,0,0,0,0,1,0,0
0,12300,106107.0,19.0,0,0,120.0,3,24,0,28.774702133,0,1,0,0,1,0,0,0
1,12300,48278.0,0.0,0,0,171.0,0,16,0,29.299550944,1,0,0,0,1,0,0,0
0,12300,85825.0,5.0,0,0,130.0,0,34,0,27.20337824,1,0,0,0,0,0,1,0
0,12300,179793.0,7.0,0,1,213.0,3,25,0,43.134095051,1,0,0,0,0,1,0,0
0,12300,73023.0,11.0,3,1,252.0,1,29,0,32.876870739,0,1,0,1,0,0,0,0
1,12300,66603.0,6.0,0,1,80.0,1,11,0,40.01910455,0,1,0,1,0,0,0,0
0,12300,136202.0,16.0,0,1,180.0,0,32,0,30.488268105,1,0,0,0,0,1,0,0
0,12300,104045.0,8.0,0,0,219.0,0,20,0,18.58475695,1,0,0,0,1,0,0,0
0,12300,77079.0,13.0,0,0,242.0,1,32,0,45.394168545,0,1,0,1,0,0,0,0
0,12300,50530.0,5.0,0,0,164.0,1,9,0,20.02628441,0,1,1,0,0,0,0,0
1,12300,101200.0,0.4,0,0,145.0,1,19,1,34.818261819,0,1,0,0,1,0,0,0
1,12300,70000.0,1.0,0,0,184.0,2,20,1,34.818261819,1,0,0,0,0,0,1,0
1,12300,64000.0,23.0,0,2,232.0,3,17,1,34.818261819,1,0,0,0,0,1,0,0
1,12300,94000.0,41.0,3,4,213.0,4,17,1,34.818261819,1,0,1,0,0,0,0,0
0,12300,144284.0,1.0,0,0,253.0,0,45,0,32.497145096,1,0,0,0,0,1,0,0
0,12300,64407.0,0.0,0,0,191.0,1,13,0,26.203067291,1,0,0,0,1,0,0,0
0,12300,177940.0,4.0,0,0,197.0,0,56,0,33.722769149,0,1,0,1,0,0,0,0
0,12300,48393.0,10.0,0,0,83.0,0,3,0,34.385367068,0,1,0,0,1,0,0,0
0,12300,121122.0,9.0,0,0,133.0,1,21,0,36.91048167,1,0,0,1,0,0,0,0
0,12300,177853.0,6.0,0,0,207.0,4,25,0,41.42504139,1,0,0,0,0,1,0,0
0,12300,90050.0,6.0,0,0,137.0,1,26,0,41.732675815,1,0,1,0,0,0,0,0
0,12300,59795.0,22.0,0,0,119.0,0,23,0,40.662981652,0,1,0,0,1,0,0,0
0,12300,56656.0,1.0,0,0,186.0,0,21,0,35.452607421,1,0,0,1,0,0,0,0
0,12300,46277.0,8.0,1,1,155.0,7,28,0,39.701782857,1,0,0,0,1,0,0,0
0,12300,124217.0,9.0,0,0,160.0,2,31,0,27.707443896,0,1,0,0,0,1,0,0
0,12300,157511.0,4.0,0,1,404.0,0,43,0,29.583184253,0,1,0,0,0,1,0,0
0,12300,119325.0,2.0,1,2,158.0,0,33,0,34.775102513,1,0,0,0,0,1,0,0
1,12300,84250.0,4.0,0,0,180.0,1,21,0,40.222283144,1,0,0,0,0,1,0,0
1,12300,39000.0,7.0,5,1,170.0,3,21,1,34.818261819,1,0,0,0,1,0,0,0
0,12300,78800.0,7.0,0,0,126.0,0,35,0,29.293344354,1,0,0,0,0,0,1,0
1,12300,90956.0,10.0,0,1,233.0,0,32,0,32.908823864,1,0,0,0,1,0,0,0
0,12400,198168.0,0.0,0,1,355.0,0,16,0,40.540295366,0,1,0,1,0,0,0,0
0,12400,57444.0,29.0,0,0,247.0,0,18,0,20.205907521,1,0,0,0,1,0,0,0
0,12400,97548.0,1.0,0,0,74.0,1,19,0,36.457349926,0,1,0,0,0,1,0,0
0,12400,160566.0,6.0,0,1,437.0,0,42,0,29.272556814,0,1,0,0,0,1,0,0
1,12400,65501.0,9.0,0,1,70.0,1,24,0,35.212181264,1,0,0,0,1,0,0,0
0,12400,52411.0,0.0,0,0,253.0,0,11,0,38.821021323,0,1,0,0,1,0,0,0
0,12400,234454.0,9.0,0,0,213.0,0,22,0,33.64852105,0,1,0,0,0,1,0,0
0,12400,36672.0,8.0,0,0,121.0,0,11,0,24.089437148,1,0,1,0,0,0,0,0
0,12400,57923.0,0.0,0,0,182.0,2,13,0,27.00877688,1,0,0,0,1,0,0,0
0,12400,62953.0,9.0,0,0,262.0,0,16,0,21.345227351,1,0,0,0,0,1,0,0
0,12400,69350.0,0.0,0,0,477.0,0,0,0,2.3651954133,1,0,0,0,1,0,0,0
1,12400,112000.0,4.0,0,0,477.0,0,0,1,34.818261819,1,0,1,0,0,0,0,0
0,12400,146813.0,1.0,0,0,288.0,0,45,0,33.054284333,1,0,0,0,0,1,0,0
0,12400,144760.0,2.0,0,0,280.0,1,46,0,35.614731425,1,0,0,0,0,1,0,0
1,12400,74582.0,12.0,0,0,134.0,0,20,0,36.925736414,1,0,0,0,1,0,0,0
0,12400,40739.0,9.0,2,0,147.0,6,29,0,39.930947359,1,0,0,0,1,0,0,0
1,12400,84008.0,15.0,1,0,76.0,0,7,0,41.027966747,1,0,0,0,1,0,0,0
0,12400,65317.0,7.0,0,0,349.0,0,6,0,35.714418429,0,1,0,0,1,0,0,0
0,12400,31414.0,2.0,0,0,180.0,1,21,0,38.237225598,1,0,0,0,1,0,0,0
0,12400,87665.0,21.0,0,0,238.0,0,11,0,25.332201314,0,1,0,0,0,1,0,0
0,12400,96637.0,2.0,0,0,96.0,2,32,0,41.244779194,1,0,0,0,1,0,0,0
0,12500,118369.0,0.0,0,1,133.0,0,33,0,34.833864806,1,0,0,0,0,1,0,0
0,12500,57081.0,22.0,0,1,129.0,0,23,0,39.083002442,0,1,0,0,1,0,0,0
1,12500,101503.0,13.0,0,7,146.0,0,36,0,36.759984664,0,1,0,0,0,1,0,0
0,12500,181050.0,7.0,0,0,210.0,4,25,0,40.905619756,1,0,0,0,0,1,0,0
0,12500,61897.0,6.0,1,1,369.0,0,21,0,14.733594833,0,1,0,0,1,0,0,0
0,12500,129116.0,7.0,0,0,139.0,0,22,0,39.589961826,1,0,0,1,0,0,0,0
0,12500,66615.0,3.0,0,1,321.0,0,9,0,31.380899093,1,0,0,0,1,0,0,0
0,12500,118913.0,2.0,0,0,157.0,1,22,0,35.899287842,0,1,0,1,0,0,0,0
0,12500,69014.0,4.0,0,0,308.0,0,10,0,30.362483817,1,0,0,0,1,0,0,0
0,12500,100114.0,0.0,0,0,71.0,1,20,0,34.712768805,0,1,0,0,0,1,0,0
0,12500,94660.0,19.0,0,0,252.0,10,24,0,35.800492028,1,0,1,0,0,0,0,0
0,12500,52026.0,6.0,0,0,174.0,1,8,0,21.621195099,0,1,1,0,0,0,0,0
1,12500,64680.0,2.0,0,0,71.0,3,30,1,34.818261819,1,0,0,0,1,0,0,0
1,12500,60000.0,2.0,0,0,77.0,0,12,1,34.818261819,1,0,0,0,1,0,0,0
1,12500,75393.0,0.75,0,1,113.0,1,16,1,34.818261819,1,0,0,0,1,0,0,0
0,12500,90550.0,7.0,0,0,173.0,1,26,1,34.818261819,0,1,0,1,0,0,0,0
0,12500,93400.0,6.0,3,0,74.0,1,21,1,34.818261819,1,0,0,0,1,0,0,0
1,12500,67500.0,16.0,0,5,184.0,0,15,1,34.818261819,1,0,0,1,0,0,0,0
1,12500,105300.0,4.0,0,0,282.0,1,23,1,34.818261819,1,0,1,0,0,0,0,0
1,12500,102600.0,10.0,2,6,226.0,4,42,1,34.818261819,0,1,0,0,1,0,0,0
0,12500,73846.0,1.0,0,0,268.0,0,20,0,29.159609493,1,0,0,0,1,0,0,0
0,12500,100812.0,10.0,2,0,183.0,1,29,0,27.385873237,1,0,0,0,0,1,0,0
0,12500,79893.0,10.0,2,0,249.0,1,29,0,35.020885785,0,1,0,1,0,0,0,0
0,12500,83727.0,4.0,1,2,177.0,3,30,0,36.774639954,1,0,0,1,0,0,0,0
0,12500,101048.0,1.0,0,0,147.0,0,23,0,38.855162721,1,0,0,0,1,0,0,0
0,12500,31843.0,7.0,0,1,108.0,0,16,0,19.300854446,1,0,0,1,0,0,0,0
0,12500,66569.0,3.0,0,0,199.0,1,17,0,27.996872759,1,0,1,0,0,0,0,0
0,12500,89710.0,19.0,0,0,224.0,10,24,0,35.951998648,1,0,1,0,0,0,0,0
0,12500,36002.0,2.0,0,0,180.0,1,21,0,38.438681858,1,0,0,0,1,0,0,0
0,12500,39200.0,0.0,0,0,309.0,1,9,1,34.818261819,0,1,0,0,1,0,0,0
0,12500,72974.0,29.0,0,3,182.0,0,24,0,35.691622815,0,1,0,0,1,0,0,0
0,12500,89235.5,7.0,0,0,180.0,1,21,0,27.352644226,1,0,0,0,1,0,0,0
0,12600,90316.0,26.0,0,0,162.0,2,14,0,39.875483802,0,1,0,1,0,0,0,0
0,12600,110253.0,8.0,0,0,192.0,1,37,0,40.845077791,1,0,0,0,0,1,0,0
0,12600,93802.0,5.0,0,0,142.0,2,26,0,40.74903888,1,0,1,0,0,0,0,0
1,12600,86000.0,3.0,2,1,203.0,8,26,1,34.818261819,1,0,1,0,0,0,0,0
1,12600,57000.0,5.5,1,0,98.0,10,18,1,34.818261819,1,0,0,0,1,0,0,0
0,12600,90876.0,3.0,0,0,107.0,1,32,0,41.473001084,1,0,0,0,1,0,0,0
