BAD,LOAN,VALUE,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,JOB_Office,JOB_Other,JOB_ProfExe,JOB_Sales,JOB_Self,REASON_HomeImp
0,28200,63050.0,19.0,0,0,182.0,2,22,32.477167031,1.0,0.0,0.0,0.0,0.0,0.0
0,12800,62906.0,3.0,0,0,176.0,1,16,28.648185714,0.0,0.0,0.0,0.0,0.0,0.0
0,9500,85000.0,9.0,0,1,176.0,1,12,34.749171693,0.0,0.0,1.0,0.0,0.0,0.0
0,20600,138268.0,12.0,0,0,113.0,3,15,41.207855737,0.0,1.0,0.0,0.0,0.0,0.0
0,13400,69042.0,0.0,0,0,214.0,0,9,36.30954976,0.0,1.0,0.0,0.0,0.0,0.0
0,11700,80313.0,14.0,0,0,238.0,0,32,44.474917703,1.0,0.0,0.0,0.0,0.0,1.0
0,22900,52804.0,14.0,0,0,109.0,1,25,30.587728164,0.0,1.0,0.0,0.0,0.0,0.0
0,10500,73388.0,7.0,0,0,367.0,0,7,36.842174626,0.0,1.0,0.0,0.0,0.0,1.0
0,43900,67021.0,7.0,0,0,317.0,0,18,16.145688872,1.0,0.0,0.0,0.0,0.0,1.0
0,21900,57036.0,7.0,0,0,309.0,0,18,39.2346081,0.0,1.0,0.0,0.0,0.0,0.0
0,15000,68020.0,1.0,0,0,300.0,0,0,1.920694367,0.0,1.0,0.0,0.0,0.0,0.0
0,20900,73814.0,1.0,0,0,235.0,0,12,34.571844248,1.0,0.0,0.0,0.0,0.0,0.0
1,14900,76464.0,15.0,0,1,122.0,5,20,43.06260476,0.0,1.0,0.0,0.0,0.0,1.0
0,6500,72557.0,0.0,0,1,94.0,2,18,34.898413066,0.0,1.0,0.0,0.0,0.0,0.0
0,11900,39433.0,7.0,0,1,81.0,0,9,35.503664257,0.0,1.0,0.0,0.0,0.0,1.0
0,7800,57500.0,11.0,0,0,95.0,0,23,34.749171693,0.0,1.0,0.0,0.0,0.0,0.0
0,25100,92544.0,8.0,1,1,136.0,4,26,34.565876305,0.0,0.0,1.0,0.0,0.0,0.0
0,20000,180000.0,22.0,0,0,221.0,1,24,34.749171693,0.0,0.0,1.0,0.0,0.0,0.0
0,40700,208676.0,5.0,0,0,152.0,0,31,36.90999415,0.0,0.0,1.0,0.0,0.0,1.0
0,20800,199881.0,7.0,0,0,191.0,2,16,30.923407463,0.0,1.0,0.0,0.0,0.0,0.0
0,4900,28437.5,7.0,0,0,181.0,1,21,34.749171693,0.0,1.0,0.0,0.0,0.0,1.0
0,10000,157446.0,6.0,0,1,421.0,1,42,30.606998702,0.0,0.0,1.0,0.0,0.0,1.0
1,3000,14500.0,3.0,0,0,9.0,14,2,34.749171693,0.0,1.0,0.0,0.0,0.0,1.0
0,12400,65317.0,7.0,0,0,349.0,0,6,35.714418429,0.0,1.0,0.0,0.0,0.0,1.0
0,25500,64347.0,1.0,0,0,117.0,1,6,39.257912029,1.0,0.0,0.0,0.0,0.0,0.0
0,28200,129352.0,1.0,0,0,303.0,0,23,36.390473606,1.0,0.0,0.0,0.0,0.0,0.0
0,30100,71360.0,10.0,0,0,90.0,2,24,34.036663762,0.0,1.0,0.0,0.0,0.0,0.0
0,26600,175750.0,1.0,0,0,197.0,0,35,40.514989578,0.0,1.0,0.0,0.0,0.0,0.0
0,21200,71102.0,7.0,0,0,73.0,2,19,34.659259929,0.0,1.0,0.0,0.0,0.0,0.0
0,6700,83014.0,0.0,1,0,263.0,0,5,37.70699649,0.0,1.0,0.0,0.0,0.0,1.0
0,15200,86360.0,5.0,0,0,120.0,0,12,27.616333832,0.0,0.0,1.0,0.0,0.0,1.0
1,15200,113931.0,3.0,0,0,138.0,2,32,61.89063458,0.0,0.0,1.0,0.0,0.0,1.0
0,22500,95708.0,4.0,0,0,187.0,1,16,37.460417567,1.0,0.0,0.0,0.0,0.0,0.0
1,27700,88772.0,20.0,1,4,248.0,1,19,34.749171693,0.0,0.0,0.0,0.0,0.0,1.0
0,20700,101720.0,5.0,0,0,133.0,0,15,31.606217408,0.0,1.0,0.0,0.0,0.0,1.0
0,12200,229929.0,11.0,0,0,223.0,0,21,31.370272297,0.0,0.0,1.0,0.0,0.0,1.0
0,6100,95433.0,0.0,0,0,181.0,1,21,28.925117417,0.0,0.0,1.0,0.0,0.0,0.0
0,16600,68563.0,2.0,1,0,120.0,0,18,33.073048345,1.0,0.0,0.0,0.0,0.0,1.0
0,21500,86502.0,5.0,0,0,159.0,1,15,37.754842589,1.0,0.0,0.0,0.0,0.0,0.0
0,20600,96584.0,1.0,0,0,147.0,0,21,33.945586146,1.0,0.0,0.0,0.0,0.0,0.0
0,9700,122520.0,10.0,0,0,141.0,1,23,36.795013963,1.0,0.0,0.0,0.0,0.0,0.0
1,16200,46382.0,11.0,0,0,175.0,3,20,39.740928127,0.0,1.0,0.0,0.0,0.0,0.0
0,9900,134347.0,16.0,1,1,181.0,1,33,34.749171693,0.0,0.0,1.0,0.0,0.0,0.0
0,25000,207200.0,10.0,0,0,240.0,3,27,34.749171693,0.0,0.0,1.0,0.0,0.0,0.0
0,7800,65945.0,1.0,0,1,107.0,2,18,37.02476444,0.0,1.0,0.0,0.0,0.0,0.0
0,31300,144201.0,15.0,0,0,230.0,0,40,42.666659574,0.0,1.0,0.0,0.0,0.0,0.0
1,11000,81250.0,9.0,0,5,124.0,3,34,34.749171693,1.0,0.0,0.0,0.0,0.0,0.0
1,18000,21500.0,5.0,3,0,110.0,0,33,34.749171693,1.0,0.0,0.0,0.0,0.0,1.0
1,19200,91300.0,8.0,0,1,92.0,4,13,34.749171693,0.0,0.0,0.0,0.0,0.0,0.0
0,17100,69086.0,6.0,0,0,166.0,2,11,29.249143602,0.0,0.0,1.0,0.0,0.0,0.0
0,24900,48291.0,7.0,0,0,94.0,2,12,25.617845725,0.0,1.0,0.0,0.0,0.0,0.0
1,12300,84250.0,4.0,0,0,181.0,1,21,40.222283144,0.0,0.0,1.0,0.0,0.0,0.0
0,19900,102085.0,12.0,0,0,160.0,0,27,34.099757111,0.0,0.0,0.0,0.0,0.0,1.0
0,27700,183234.0,8.0,0,0,315.0,0,35,37.636682724,0.0,0.0,1.0,0.0,0.0,0.0
0,19000,92299.0,0.0,0,0,60.0,0,23,34.816959504,1.0,0.0,0.0,0.0,0.0,0.0
0,19600,80055.0,6.0,0,1,99.0,0,8,37.518297806,0.0,1.0,0.0,0.0,0.0,0.0
0,6300,69000.0,13.0,0,0,130.0,0,20,34.749171693,0.0,0.0,1.0,0.0,0.0,0.0
0,17400,78661.0,17.0,1,0,199.0,1,20,38.991431366,0.0,1.0,0.0,0.0,0.0,0.0
1,24900,83694.0,3.0,0,0,56.0,0,14,62.110721871,0.0,1.0,0.0,0.0,0.0,1.0
1,31200,80550.0,21.0,1,0,116.0,0,14,35.38186329,0.0,0.0,0.0,0.0,0.0,0.0
0,40500,205613.0,5.0,0,0,143.0,0,30,35.337545404,0.0,0.0,1.0,0.0,0.0,1.0
1,2900,67996.0,16.0,3,0,122.0,2,8,36.211347998,0.0,1.0,0.0,0.0,0.0,1.0
0,16100,57862.0,17.0,0,0,282.0,0,21,30.708487401,0.0,1.0,0.0,0.0,0.0,0.0
1,17200,88772.0,13.0,0,1,115.0,4,34,41.359036334,0.0,0.0,1.0,0.0,0.0,0.0
0,8200,64832.0,5.0,0,0,123.0,0,34,35.875343986,0.0,1.0,0.0,0.0,0.0,1.0
0,26100,182082.0,18.0,0,0,305.0,1,31,33.193949357,0.0,0.0,0.0,1.0,0.0,0.0
1,13900,88772.0,4.0,0,2,209.0,0,15,35.774891787,0.0,1.0,0.0,0.0,0.0,1.0
0,11700,58947.0,22.0,0,0,122.0,0,23,40.083144531,0.0,1.0,0.0,0.0,0.0,1.0
0,14500,90558.0,19.0,0,0,250.0,10,24,36.876234534,0.0,0.0,0.0,0.0,0.0,0.0
0,23500,97293.0,1.0,0,0,153.0,0,21,34.531259989,1.0,0.0,0.0,0.0,0.0,0.0
0,20600,234004.0,3.0,0,0,314.0,0,27,40.049112625,0.0,0.0,1.0,0.0,0.0,0.0
0,27000,58074.0,36.0,0,0,276.0,1,24,40.133220412,0.0,1.0,0.0,0.0,0.0,0.0
0,3000,71500.0,10.0,0,2,212.0,0,25,34.749171693,0.0,0.0,0.0,0.0,0.0,1.0
0,24300,175000.0,6.0,0,0,324.0,0,35,34.749171693,0.0,0.0,1.0,0.0,0.0,0.0
1,12900,62000.0,7.0,0,0,77.0,5,18,34.749171693,0.0,1.0,0.0,0.0,0.0,0.0
1,8000,88772.0,15.0,6,2,180.0,0,30,34.749171693,0.0,0.0,1.0,0.0,0.0,1.0
1,16200,135447.0,17.0,0,5,130.0,9,19,45.554415483,0.0,0.0,0.0,0.0,0.0,0.0
1,5000,129693.5,13.0,0,0,181.0,1,21,34.749171693,0.0,0.0,0.0,0.0,0.0,1.0
0,26700,233480.0,0.0,0,0,291.0,1,32,41.741201045,0.0,0.0,1.0,0.0,0.0,0.0
1,15000,80400.0,7.0,0,1,142.0,0,12,34.749171693,0.0,0.0,1.0,0.0,0.0,0.0
0,9400,62245.0,23.0,0,0,277.0,3,28,37.821851509,0.0,1.0,0.0,0.0,0.0,0.0
0,65200,141666.0,10.0,0,1,135.0,0,11,43.56886383,1.0,0.0,0.0,0.0,0.0,1.0
0,10900,76918.0,0.0,0,1,181.0,0,12,29.555406533,0.0,1.0,0.0,0.0,0.0,1.0
0,15300,103063.0,18.0,0,0,128.0,3,23,28.171777473,0.0,1.0,0.0,0.0,0.0,1.0
0,6800,99913.0,0.0,0,1,196.0,0,31,35.761604731,0.0,1.0,0.0,0.0,0.0,1.0
0,23500,89079.0,4.0,0,0,274.0,1,25,33.509409038,0.0,0.0,0.0,0.0,0.0,0.0
0,15300,94973.0,5.0,2,0,76.0,0,20,22.902506621,0.0,1.0,0.0,0.0,0.0,0.0
0,22400,120977.0,23.0,0,0,233.0,0,27,39.744314309,0.0,1.0,0.0,0.0,0.0,0.0
1,6000,58305.0,19.0,0,0,90.0,2,13,34.749171693,0.0,1.0,0.0,0.0,0.0,0.0
1,33000,164000.0,9.0,0,0,118.0,4,32,34.749171693,1.0,0.0,0.0,0.0,0.0,0.0
0,33500,80771.0,10.0,0,1,108.0,2,23,33.96233051,0.0,1.0,0.0,0.0,0.0,0.0
0,28300,29512.0,24.0,0,0,78.0,2,14,30.513283442,0.0,1.0,0.0,0.0,0.0,1.0
1,10000,103600.0,17.6,0,0,171.0,0,24,34.749171693,0.0,0.0,0.0,0.0,0.0,1.0
0,14800,116160.0,10.0,0,0,185.0,0,26,34.483990385,0.0,1.0,0.0,0.0,0.0,0.0
0,9200,60000.0,4.0,0,0,193.0,2,17,34.749171693,0.0,0.0,0.0,0.0,0.0,0.0
1,15400,206148.0,2.0,0,2,196.0,1,49,36.417342576,0.0,0.0,0.0,0.0,0.0,0.0
0,31000,167000.0,17.0,0,0,127.0,1,17,34.749171693,0.0,0.0,1.0,0.0,0.0,0.0
1,24200,162900.0,13.0,1,1,152.0,1,35,34.749171693,0.0,0.0,0.0,0.0,1.0,0.0
0,25500,43031.0,7.0,0,1,89.0,2,13,28.865282118,0.0,1.0,0.0,0.0,0.0,0.0
0,23500,66217.0,24.0,0,1,122.0,1,8,20.17202126,0.0,1.0,0.0,0.0,0.0,0.0
0,24100,90732.0,8.0,0,0,237.0,1,19,37.934877857,0.0,1.0,0.0,0.0,0.0,0.0
1,5200,9500.0,1.0,0,1,81.0,1,2,34.749171693,0.0,1.0,0.0,0.0,0.0,0.0
0,20600,28635.0,5.0,0,0,103.0,0,18,19.447185151,0.0,0.0,1.0,0.0,0.0,0.0
0,17300,49100.0,4.0,0,0,263.0,0,34,38.563080996,0.0,0.0,1.0,0.0,0.0,0.0
0,21800,59736.0,7.0,0,0,305.0,0,18,36.713113714,0.0,1.0,0.0,0.0,0.0,0.0
0,12400,160566.0,6.0,0,1,437.0,0,42,29.272556814,0.0,0.0,1.0,0.0,0.0,1.0
0,33100,44379.0,3.0,0,2,195.0,3,49,40.415598855,0.0,0.0,0.0,0.0,0.0,0.0
0,12100,64398.0,3.0,0,0,263.0,0,20,28.803982547,0.0,1.0,0.0,0.0,0.0,0.0
0,10800,70996.0,4.0,0,0,172.0,2,17,33.227793593,0.0,1.0,0.0,0.0,0.0,0.0
0,12100,34705.0,0.0,0,0,181.0,1,21,37.618026904,0.0,1.0,0.0,0.0,0.0,0.0
0,18500,95949.0,9.0,0,0,79.0,0,16,31.808242985,0.0,0.0,1.0,0.0,0.0,1.0
0,6800,57150.0,4.0,0,1,94.0,3,12,34.749171693,1.0,0.0,0.0,0.0,0.0,0.0
0,7800,80498.0,4.0,0,0,100.0,0,14,42.807341953,0.0,1.0,0.0,0.0,0.0,1.0
0,16600,100411.0,0.0,0,0,149.0,4,19,29.725746822,1.0,0.0,0.0,0.0,0.0,0.0
0,30500,148478.0,10.0,0,0,166.0,0,16,31.163207005,0.0,0.0,1.0,0.0,0.0,0.0
0,5100,251962.0,7.0,0,0,127.0,0,22,40.308259362,0.0,0.0,0.0,1.0,0.0,0.0
0,23900,43403.0,27.0,0,0,308.0,2,12,31.913704682,0.0,1.0,0.0,0.0,0.0,0.0
0,16900,90973.0,9.0,0,0,108.0,0,10,37.469017947,1.0,0.0,0.0,0.0,0.0,1.0
0,5300,117343.0,22.0,0,0,110.0,1,11,35.8385427,1.0,0.0,0.0,0.0,0.0,1.0
1,24400,101484.0,15.0,0,6,226.0,0,29,34.749171693,0.0,1.0,0.0,0.0,0.0,0.0
0,9700,74374.0,5.0,0,0,107.0,2,15,26.896012771,1.0,0.0,0.0,0.0,0.0,0.0
0,12900,74655.0,5.0,0,1,117.0,2,24,39.977051188,0.0,0.0,0.0,0.0,0.0,0.0
0,12000,83864.0,8.0,0,0,102.0,0,22,27.17193008,0.0,0.0,0.0,0.0,0.0,0.0
0,14200,86443.0,2.0,0,0,238.0,3,25,32.13676623,0.0,1.0,0.0,0.0,0.0,0.0
0,18800,125902.0,24.0,0,0,277.0,2,16,32.294304005,1.0,0.0,0.0,0.0,0.0,0.0
0,16600,104437.0,9.0,0,0,247.0,1,12,37.099532605,0.0,0.0,1.0,0.0,0.0,1.0
0,19700,113362.0,6.0,0,0,136.0,3,21,19.704394465,0.0,0.0,1.0,0.0,0.0,0.0
0,8800,70607.0,4.0,0,0,100.0,3,19,40.345260733,0.0,1.0,0.0,0.0,0.0,1.0
0,24800,93212.0,7.0,1,1,120.0,4,25,34.686088674,0.0,0.0,1.0,0.0,0.0,0.0
0,12600,94236.0,11.0,0,0,165.0,5,21,39.52570494,0.0,1.0,0.0,0.0,0.0,0.0
1,15000,73200.0,6.0,0,0,171.0,0,17,34.749171693,0.0,1.0,0.0,0.0,0.0,0.0
1,7000,63500.0,6.0,0,0,181.0,1,21,34.749171693,1.0,0.0,0.0,0.0,0.0,1.0
1,17900,135822.0,6.0,0,1,90.0,6,5,34.749171693,0.0,0.0,1.0,0.0,0.0,1.0
1,6500,80400.0,15.0,0,0,225.0,0,13,34.749171693,0.0,1.0,0.0,0.0,0.0,0.0
0,46900,158953.0,16.0,0,0,221.0,8,19,38.109227516,0.0,1.0,0.0,0.0,0.0,0.0
0,33900,38412.0,2.0,0,2,213.0,3,50,42.557829098,0.0,0.0,0.0,0.0,0.0,0.0
0,17000,85000.0,21.0,0,0,226.0,3,41,34.749171693,0.0,1.0,0.0,0.0,0.0,0.0
1,7500,80000.0,4.0,0,5,86.0,3,14,34.749171693,0.0,0.0,1.0,0.0,0.0,0.0
1,8500,45900.0,8.0,0,0,122.0,0,22,34.749171693,0.0,0.0,1.0,0.0,0.0,0.0
0,41600,48319.0,7.0,5,0,114.0,11,20,29.041253408,0.0,1.0,0.0,0.0,0.0,0.0
0,14900,117405.0,2.0,0,0,134.0,1,22,35.547407219,1.0,0.0,0.0,0.0,0.0,1.0
1,28300,136033.0,13.0,0,2,291.0,1,27,5.7629948717,0.0,0.0,1.0,0.0,0.0,1.0
0,24900,171296.0,6.0,1,0,221.0,0,19,35.591655668,0.0,1.0,0.0,0.0,0.0,0.0
0,20200,26699.0,7.0,0,0,56.0,2,18,41.718958392,0.0,1.0,0.0,0.0,0.0,0.0
0,24400,103842.0,1.0,0,0,180.0,0,26,33.590455142,0.0,0.0,1.0,0.0,0.0,0.0
0,21700,147228.0,22.0,0,0,154.0,0,25,39.533954235,0.0,0.0,1.0,0.0,0.0,0.0
1,17700,76416.0,4.0,0,0,28.0,5,10,41.463373328,1.0,0.0,0.0,0.0,0.0,0.0
0,28700,155874.0,10.0,0,0,174.0,0,17,32.740368493,0.0,0.0,1.0,0.0,0.0,0.0
1,36600,512650.0,4.0,0,0,198.0,0,21,43.458327417,0.0,0.0,1.0,0.0,0.0,0.0
1,4500,105800.0,6.0,2,3,80.0,3,10,34.749171693,0.0,1.0,0.0,0.0,0.0,1.0
0,15900,120451.0,1.0,0,0,123.0,2,21,37.99240801,0.0,1.0,0.0,0.0,0.0,0.0
0,12500,89710.0,19.0,0,0,224.0,10,24,35.951998648,0.0,0.0,0.0,0.0,0.0,0.0
0,16900,137328.0,9.0,0,0,360.0,0,10,41.902054192,0.0,1.0,0.0,0.0,0.0,0.0
1,25000,167500.0,14.0,2,4,199.0,2,28,34.749171693,0.0,0.0,1.0,0.0,0.0,1.0
1,4000,58350.0,3.5,0,0,162.0,3,16,34.749171693,0.0,0.0,0.0,0.0,0.0,1.0
1,12800,83989.0,9.0,1,3,116.0,2,24,43.572307509,1.0,0.0,0.0,0.0,0.0,0.0
0,21300,89908.0,3.0,0,0,102.0,2,30,32.825450581,0.0,1.0,0.0,0.0,0.0,0.0
0,10300,71027.0,19.0,0,0,158.0,1,11,33.992366066,0.0,1.0,0.0,0.0,0.0,0.0
0,52000,85298.0,10.0,0,0,179.0,1,21,25.513965638,0.0,0.0,0.0,0.0,1.0,1.0
0,40000,191990.0,7.0,1,0,179.0,0,24,34.521450249,0.0,0.0,0.0,0.0,0.0,0.0
0,41200,207314.0,6.0,0,0,145.0,0,31,36.776263557,0.0,0.0,1.0,0.0,0.0,1.0
0,19400,200902.0,9.0,0,0,265.0,1,37,25.630798735,0.0,0.0,1.0,0.0,0.0,0.0
0,27400,246354.0,8.0,0,0,89.0,1,25,39.664822994,0.0,1.0,0.0,0.0,0.0,0.0
0,17600,103081.0,1.0,0,0,144.0,0,18,36.309962492,0.0,1.0,0.0,0.0,0.0,0.0
0,12600,107186.0,21.0,0,0,129.0,4,24,28.723017625,0.0,1.0,0.0,0.0,0.0,1.0
0,22500,180804.0,26.0,1,4,329.0,1,27,33.031415536,0.0,0.0,0.0,0.0,0.0,0.0
1,40000,159000.0,0.0,0,1,314.0,6,52,34.749171693,0.0,1.0,0.0,0.0,0.0,0.0
1,16200,131940.0,5.0,0,0,202.0,2,40,23.977112224,0.0,0.0,0.0,1.0,0.0,0.0
0,8700,98038.0,4.0,0,0,139.0,0,26,33.578035539,0.0,0.0,1.0,0.0,0.0,0.0
0,29800,187551.0,1.0,0,0,225.0,1,19,39.211937494,0.0,0.0,1.0,0.0,0.0,0.0
0,27000,70656.0,8.0,0,0,126.0,1,20,43.133844895,0.0,1.0,0.0,0.0,0.0,0.0
0,21600,135936.0,7.0,0,0,205.0,0,20,26.800946168,0.0,0.0,1.0,0.0,0.0,0.0
0,36800,59890.0,7.0,0,0,63.0,7,0,31.17384352,0.0,1.0,0.0,0.0,0.0,0.0
0,22600,179173.0,5.0,0,1,201.0,4,42,41.00966476,0.0,0.0,1.0,0.0,0.0,0.0
0,18300,210685.0,2.0,0,0,193.0,0,16,26.860500326,0.0,1.0,0.0,0.0,0.0,0.0
0,20000,171450.0,26.0,1,5,330.0,1,28,34.749171693,0.0,0.0,0.0,0.0,0.0,0.0
0,5100,115341.0,7.0,0,0,178.0,1,28,26.257970132,0.0,0.0,1.0,0.0,0.0,1.0
0,5600,39907.0,11.0,0,0,181.0,0,13,21.554949656,0.0,0.0,1.0,0.0,0.0,1.0
0,26000,179077.0,1.0,0,0,187.0,0,35,38.707779709,0.0,1.0,0.0,0.0,0.0,0.0
0,35000,40848.0,4.0,0,1,212.0,3,49,40.131815447,0.0,0.0,0.0,0.0,0.0,0.0
0,12400,144760.0,2.0,0,0,280.0,1,46,35.614731425,0.0,0.0,1.0,0.0,0.0,0.0
0,16900,91671.0,9.0,0,0,202.0,0,20,21.348254512,0.0,0.0,1.0,0.0,0.0,0.0
1,18900,75252.0,7.0,0,0,181.0,1,21,42.919604974,0.0,1.0,0.0,0.0,0.0,0.0
0,39000,50704.0,7.0,0,0,63.0,7,0,31.244398501,0.0,1.0,0.0,0.0,0.0,0.0
1,20900,150896.0,5.0,0,0,123.0,2,13,30.424481104,0.0,1.0,0.0,0.0,0.0,0.0
1,11300,88772.0,7.0,0,0,181.0,1,21,34.749171693,0.0,1.0,0.0,0.0,0.0,1.0
1,15000,88772.0,0.0,2,1,91.0,1,10,34.749171693,0.0,1.0,0.0,0.0,0.0,0.0
0,46200,174882.0,12.0,0,0,196.0,0,5,40.621619276,0.0,0.0,0.0,0.0,1.0,0.0
1,15000,74750.0,7.0,0,0,181.0,1,21,34.749171693,0.0,1.0,0.0,0.0,0.0,0.0
0,25700,76575.0,7.0,2,1,105.0,2,26,29.296633491,0.0,1.0,0.0,0.0,0.0,0.0
0,20500,97944.0,14.0,0,0,141.0,0,14,36.609389404,1.0,0.0,0.0,0.0,0.0,1.0
0,17100,94247.0,0.0,0,0,70.0,0,22,37.195085532,1.0,0.0,0.0,0.0,0.0,0.0
0,11700,103016.0,1.0,0,0,70.0,2,24,38.448387115,0.0,0.0,0.0,0.0,0.0,0.0
0,11000,110704.0,13.0,0,0,209.0,2,16,39.250433285,0.0,1.0,0.0,0.0,0.0,0.0
0,8000,60000.0,11.0,0,0,108.0,1,19,34.749171693,0.0,0.0,0.0,0.0,0.0,0.0
0,21400,108469.0,24.0,0,1,306.0,0,43,39.919289908,0.0,0.0,0.0,0.0,0.0,0.0
1,10000,48000.0,3.0,0,0,288.0,1,3,34.749171693,0.0,1.0,0.0,0.0,0.0,1.0
0,4800,88342.0,7.0,0,0,275.0,0,11,43.717635112,0.0,0.0,1.0,0.0,0.0,1.0
0,19700,133226.0,9.0,0,0,342.0,1,9,40.147908351,0.0,1.0,0.0,0.0,0.0,0.0
0,15600,110431.0,2.0,0,0,110.0,1,25,39.2128036,0.0,0.0,1.0,0.0,0.0,1.0
0,10500,102287.0,5.0,0,0,89.0,1,33,38.447658863,0.0,0.0,1.0,0.0,0.0,1.0
0,16400,128546.0,16.0,0,0,183.0,0,17,40.850886838,0.0,1.0,0.0,0.0,0.0,0.0
0,18800,199303.0,9.0,0,0,271.0,1,38,25.532128787,0.0,0.0,1.0,0.0,0.0,0.0
0,8400,64284.0,15.0,0,3,206.0,0,36,26.054853712,0.0,1.0,0.0,0.0,0.0,0.0
1,30000,53100.0,20.0,4,5,148.0,0,28,34.749171693,0.0,0.0,0.0,0.0,0.0,0.0
0,12800,90127.0,23.0,0,0,164.0,1,14,39.424487787,1.0,0.0,0.0,0.0,0.0,1.0
0,20000,12737.0,5.0,0,1,63.0,0,17,40.446579317,0.0,1.0,0.0,0.0,0.0,0.0
0,10600,86546.0,20.0,0,0,244.0,0,11,24.20235008,0.0,0.0,1.0,0.0,0.0,1.0
0,2900,112505.0,1.0,0,0,96.0,0,13,30.051136286,1.0,0.0,0.0,0.0,0.0,1.0
0,12000,68707.0,23.0,0,0,235.0,1,29,26.301236902,1.0,0.0,0.0,0.0,0.0,0.0
0,12100,90555.0,4.0,0,0,124.0,2,27,41.634847306,0.0,0.0,0.0,0.0,0.0,0.0
0,11900,110902.0,17.0,0,1,197.0,2,15,37.99899138,0.0,1.0,0.0,0.0,0.0,0.0
0,8700,86883.0,16.0,0,0,172.0,0,28,25.043436747,0.0,1.0,0.0,0.0,0.0,1.0
0,13900,90813.0,7.0,0,0,284.0,0,19,31.164149986,0.0,1.0,0.0,0.0,0.0,1.0
0,8500,42980.0,7.0,0,1,76.0,0,9,37.659668201,0.0,1.0,0.0,0.0,0.0,1.0
0,24500,171658.0,5.0,1,0,219.0,0,20,34.986140572,0.0,1.0,0.0,0.0,0.0,0.0
0,8000,71167.0,2.0,0,1,131.0,0,22,29.381985445,0.0,0.0,0.0,0.0,0.0,1.0
1,11900,128780.0,8.0,0,0,60.0,3,21,49.418114378,1.0,0.0,0.0,0.0,0.0,0.0
1,5000,85100.0,1.4,0,1,82.0,0,13,34.749171693,0.0,0.0,1.0,0.0,0.0,0.0
0,22400,56824.0,25.0,0,1,200.0,0,24,27.027787429,0.0,1.0,0.0,0.0,0.0,0.0
0,15500,88693.0,19.0,0,0,244.0,10,23,36.339362348,0.0,0.0,0.0,0.0,0.0,0.0
0,21400,69461.0,25.0,0,0,315.0,2,32,35.982083645,0.0,1.0,0.0,0.0,0.0,0.0
0,8500,60940.0,6.0,0,0,190.0,0,22,29.202476735,0.0,0.0,0.0,0.0,0.0,0.0
0,9900,124527.0,30.0,0,0,320.0,1,37,35.769425427,1.0,0.0,0.0,0.0,0.0,1.0
0,21300,230443.0,1.0,0,0,288.0,1,26,39.334879021,0.0,0.0,1.0,0.0,0.0,0.0
0,23000,89967.0,8.0,1,0,141.0,4,25,33.694943696,0.0,0.0,1.0,0.0,0.0,0.0
0,10700,78062.0,3.0,0,1,193.0,0,12,28.828649308,0.0,1.0,0.0,0.0,0.0,1.0
0,17200,43310.0,1.0,0,0,216.0,0,15,38.318514688,1.0,0.0,0.0,0.0,0.0,0.0
0,17500,72908.0,7.0,0,0,110.0,3,15,41.512292086,0.0,1.0,0.0,0.0,0.0,0.0
0,15900,119751.0,9.0,0,0,300.0,2,18,30.1768704,0.0,1.0,0.0,0.0,0.0,0.0
1,7500,87830.0,5.0,0,0,153.0,2,16,34.749171693,0.0,1.0,0.0,0.0,0.0,1.0
0,17000,60979.0,7.0,0,0,188.0,0,13,29.628676491,0.0,0.0,1.0,0.0,0.0,1.0
0,9600,68324.0,7.0,0,0,356.0,0,6,36.554268317,0.0,1.0,0.0,0.0,0.0,1.0
1,18000,69000.0,6.0,3,2,111.0,2,24,34.749171693,0.0,1.0,0.0,0.0,0.0,0.0
0,8500,87893.0,1.0,0,0,124.0,1,10,35.759083852,0.0,1.0,0.0,0.0,0.0,0.0
0,15100,68483.0,27.0,1,0,280.0,1,17,37.180947854,0.0,0.0,0.0,0.0,0.0,0.0
1,17900,92051.0,10.0,0,0,117.0,0,31,42.373232999,0.0,0.0,0.0,0.0,0.0,1.0
0,12700,124116.0,2.0,0,0,137.0,0,25,31.603100931,0.0,1.0,0.0,0.0,0.0,0.0
0,16500,64918.0,25.0,0,0,247.0,0,14,24.357949543,0.0,1.0,0.0,0.0,0.0,1.0
1,20500,144460.0,13.0,1,1,108.0,4,49,39.687089435,0.0,1.0,0.0,0.0,0.0,0.0
0,18200,89963.0,15.0,0,2,157.0,0,14,27.946675965,0.0,0.0,1.0,0.0,0.0,1.0
0,8200,34254.0,3.0,0,0,268.0,0,11,21.929990488,0.0,1.0,0.0,0.0,0.0,0.0
1,32000,215000.0,2.5,1,3,165.0,1,40,34.749171693,0.0,0.0,0.0,0.0,1.0,0.0
0,8400,66894.0,23.0,0,0,326.0,1,13,40.588576066,1.0,0.0,0.0,0.0,0.0,1.0
0,18400,137926.0,6.0,0,0,93.0,0,13,29.116887715,0.0,0.0,1.0,0.0,0.0,0.0
0,6200,245730.0,7.0,0,0,135.0,0,22,39.783818126,0.0,0.0,0.0,1.0,0.0,0.0
1,24500,134000.0,1.5,0,1,122.0,2,20,34.749171693,0.0,0.0,0.0,0.0,0.0,1.0
0,12500,69014.0,4.0,0,0,308.0,0,10,30.362483817,0.0,1.0,0.0,0.0,0.0,0.0
