BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
1,15500,82054.0,104627.0,DebtCon,Sales,3.0,0,0,9.0,1,35,60.645756259
0,6300,78724.0,80355.0,HomeImp,Other,24.0,0,0,335.0,1,46,31.177261304
0,17700,64964.0,88856.0,DebtCon,Office,5.0,0,0,115.0,0,19,21.933006318
0,7200,64799.0,38061.0,HomeImp,Other,7.0,0,0,300.0,2,12,31.880033183
0,20100,84965.0,110676.0,DebtCon,Mgr,18.0,0,0,244.0,5,30,38.627830219
0,28600,31634.0,65157.0,DebtCon,Office,5.0,0,0,119.0,1,6,40.159418765
1,6500,183860.0,208910.0,DebtCon,ProfExe,4.0,6,0,86.0,6,29,69.8005248
0,25000,69300.0,111800.0,DebtCon,Other,5.0,0,0,95.0,2,32,34.749171693
0,19500,98718.0,122659.0,HomeImp,Mgr,0.0,0,1,324.0,0,20,42.546020912
0,8000,47154.0,65458.0,DebtCon,Office,2.0,0,0,100.0,3,12,38.873711304
0,16900,47129.0,62342.0,DebtCon,Other,15.0,0,0,290.0,0,21,30.318596795
0,37800,111412.0,166682.0,DebtCon,Other,7.0,0,0,252.0,3,14,34.883410942
0,21000,90425.0,97741.0,DebtCon,ProfExe,1.0,0,0,124.0,0,20,33.56414529
1,10000,20500.0,54600.0,HomeImp,Self,15.0,0,0,160.0,2,11,34.749171693
0,25000,94000.0,141750.0,DebtCon,Mgr,22.0,0,0,209.0,0,13,34.749171693
0,21900,51861.0,68951.0,DebtCon,ProfExe,10.0,0,0,189.0,0,42,38.999754155
0,13300,61414.0,72101.0,DebtCon,Other,12.0,0,0,260.0,0,27,27.286882027
0,9500,28750.0,42408.0,HomeImp,Office,0.0,0,0,116.0,1,30,39.050394794
1,5700,80437.0,109647.0,HomeImp,ProfExe,9.5,0,0,104.0,0,14,34.749171693
0,5800,64799.0,36385.0,HomeImp,Other,2.0,0,0,267.0,1,25,43.309764541
0,12300,81590.0,90050.0,DebtCon,Mgr,6.0,0,0,137.0,1,26,41.732675815
0,6000,79046.0,103048.0,HomeImp,Other,0.0,0,0,182.0,0,32,37.289989924
1,5000,34200.0,50830.0,HomeImp,Other,6.0,0,0,57.0,1,9,34.749171693
0,15200,49428.0,62696.0,DebtCon,Mgr,27.0,0,0,265.0,1,16,38.500796453
1,22000,92000.0,88772.0,DebtCon,Office,4.0,1,12,218.0,1,39,34.749171693
0,5200,43039.0,53521.0,HomeImp,Office,11.0,0,0,184.0,1,19,24.414763177
0,26200,141109.0,245422.0,HomeImp,ProfExe,28.0,0,0,344.0,1,18,38.113555937
0,9900,82697.0,100689.0,DebtCon,ProfExe,3.0,0,0,133.0,0,26,33.591716314
0,18000,52301.0,79959.0,DebtCon,Other,1.0,0,1,290.0,0,9,37.16369797
0,24500,21470.0,52228.0,DebtCon,Other,25.0,0,0,125.0,0,11,23.888121681
0,16800,50135.0,93772.0,DebtCon,ProfExe,5.0,0,0,126.0,2,21,35.856354887
0,47000,42437.0,109553.0,HomeImp,Self,10.0,0,0,207.0,2,35,40.142521056
1,11300,29000.0,59900.0,HomeImp,Mgr,3.0,1,0,92.0,4,11,34.749171693
0,22200,67626.0,109042.0,HomeImp,Other,4.0,0,0,204.0,0,12,31.529028699
0,27000,60631.0,86091.0,DebtCon,Other,24.0,0,2,200.0,1,20,26.248756632
0,8500,54000.0,62533.0,DebtCon,Other,4.0,0,1,313.0,0,10,34.749171693
0,6400,76732.0,78084.0,HomeImp,Other,8.0,0,0,109.0,0,26,37.964554318
0,17300,91350.0,107834.0,HomeImp,ProfExe,3.0,0,0,118.0,0,24,37.610845011
0,4900,64799.0,69706.0,DebtCon,Other,7.0,0,0,181.0,1,21,33.705587738
0,23300,143821.0,177028.0,HomeImp,Mgr,8.0,0,0,321.0,0,16,44.752958859
0,18600,48711.0,69611.0,HomeImp,Office,2.0,0,0,130.0,0,17,33.691188019
0,28400,207687.0,242544.0,HomeImp,Other,8.0,0,0,134.0,0,41,41.298386628
1,20000,77900.0,105400.0,DebtCon,Mgr,4.0,0,0,111.0,0,17,34.749171693
1,2800,4000.0,60850.0,HomeImp,Other,16.0,4,0,113.0,2,9,34.749171693
0,17300,44031.0,79187.0,DebtCon,Other,0.0,0,1,300.0,1,10,35.986669908
0,26700,73468.0,108774.0,DebtCon,ProfExe,11.0,0,0,290.0,1,32,39.042204499
0,36000,203680.0,270992.0,DebtCon,ProfExe,3.0,0,0,234.0,0,32,29.69634581
1,16000,83200.0,88772.0,DebtCon,ProfExe,0.6,0,0,319.0,9,27,34.749171693
1,25000,86000.0,120000.0,DebtCon,Mgr,6.0,2,1,106.0,8,16,34.749171693
0,28600,26189.0,50409.0,DebtCon,Other,36.0,0,0,287.0,0,23,38.644394598
1,10500,57880.0,66802.0,DebtCon,Other,2.0,0,0,95.0,8,21,45.464765837
0,14900,65303.0,84590.0,DebtCon,Office,6.0,0,0,121.0,1,19,22.576823939
0,6500,75113.0,115900.0,HomeImp,Office,29.0,0,0,333.0,2,38,34.749171693
0,11000,21738.0,86586.0,HomeImp,ProfExe,20.0,0,0,241.0,0,10,25.21859995
0,26000,119553.0,158687.0,DebtCon,Mgr,5.0,0,0,291.0,0,24,36.977518905
0,26800,149729.0,183027.0,DebtCon,ProfExe,7.0,0,0,331.0,0,34,37.000883221
0,6600,64799.0,48800.0,HomeImp,Other,0.0,0,0,294.0,0,0,12.219436152
0,11000,54641.0,65705.0,DebtCon,Other,5.0,0,0,323.0,0,10,33.299628394
0,11300,57377.0,75038.0,DebtCon,Office,4.0,0,0,91.0,1,15,25.140279716
0,12100,48622.0,83158.0,HomeImp,Other,4.0,0,2,192.0,0,12,29.204499555
0,15400,32131.0,47338.0,HomeImp,Other,9.0,0,0,93.0,1,11,31.409186356
0,22600,41920.0,70383.0,DebtCon,Office,5.0,0,0,179.0,1,26,36.098694125
0,50100,35910.0,64042.0,DebtCon,Office,4.0,0,0,187.0,1,16,30.429246645
1,15000,42000.0,111351.0,DebtCon,Other,6.0,0,6,226.0,0,17,34.749171693
0,8500,64799.0,32907.0,HomeImp,Office,18.0,0,0,170.0,1,15,35.312710478
1,22600,69675.0,92300.0,DebtCon,Other,16.0,0,6,240.0,0,30,34.749171693
0,5000,39000.0,50340.0,HomeImp,Office,10.0,0,0,180.0,0,19,34.749171693
0,6800,139578.0,154602.0,HomeImp,ProfExe,12.0,0,0,202.0,0,18,22.325828788
0,21200,67272.0,107667.0,HomeImp,Other,5.0,0,0,224.0,0,12,30.510532094
0,24800,82670.0,106563.0,DebtCon,Mgr,8.0,0,0,303.0,2,28,30.956485836
1,13000,7200.0,24869.0,HomeImp,Other,0.7,9,1,194.0,0,9,34.749171693
0,5700,64799.0,74685.0,DebtCon,Other,7.0,0,0,181.0,1,21,24.274865275
0,26800,133594.0,173255.0,DebtCon,Other,8.0,0,0,216.0,1,19,36.946997493
1,15000,29000.0,105000.0,HomeImp,Other,7.0,0,4,98.0,1,8,34.749171693
0,25700,189995.0,250814.0,DebtCon,Other,9.0,0,0,101.0,1,25,41.00583277
0,14400,63671.0,70982.0,DebtCon,ProfExe,0.0,0,0,169.0,1,34,42.791632518
1,20000,14361.0,50000.0,DebtCon,Other,7.0,0,1,216.0,1,10,34.749171693
0,6900,51384.0,84689.0,DebtCon,Other,4.0,0,0,224.0,3,29,30.526150723
1,18200,95091.0,113294.0,DebtCon,ProfExe,15.0,0,3,189.0,0,36,78.654386048
0,20700,48134.0,78954.0,DebtCon,Other,7.0,0,0,181.0,1,21,37.760482419
1,15000,79000.0,108000.0,HomeImp,Other,0.4,0,0,386.0,3,31,34.749171693
1,8900,62733.0,77741.0,DebtCon,Mgr,8.0,0,0,69.0,3,17,37.773300594
0,26500,34678.0,68000.0,DebtCon,Mgr,14.0,1,0,88.0,6,16,34.749171693
0,18100,95322.0,119643.0,HomeImp,Mgr,2.0,0,0,314.0,1,20,42.119285302
0,64200,64888.0,145725.0,HomeImp,Office,10.0,0,1,137.0,0,11,40.531823103
1,25400,107343.0,192642.0,DebtCon,Other,1.0,0,10,193.0,1,14,35.759760239
0,21200,84117.0,118884.0,DebtCon,Other,9.0,0,0,302.0,2,16,36.190524264
0,44000,64799.0,50760.0,DebtCon,Other,7.0,5,1,116.0,4,19,26.070434688
0,19900,64620.0,91504.0,DebtCon,Office,6.0,0,0,179.0,1,16,37.725801189
0,20000,66820.0,100000.0,HomeImp,Other,5.0,0,0,217.0,1,13,34.749171693
0,22000,61042.0,96622.0,HomeImp,ProfExe,17.0,0,0,638.0,1,23,21.457349807
0,50300,64799.0,88313.0,HomeImp,Other,7.0,0,0,344.0,0,7,22.169596305
1,30100,92249.0,88772.0,HomeImp,Office,2.0,1,0,181.0,0,21,31.089120287
0,5700,26927.0,35461.0,DebtCon,Other,0.0,1,0,22.0,10,6,29.439664242
0,10100,126358.0,180305.0,DebtCon,Other,8.0,0,0,199.0,1,20,32.033628789
0,11100,72402.0,86584.0,DebtCon,Mgr,8.0,0,0,103.0,0,22,29.655713203
0,30400,40386.0,68120.0,DebtCon,Mgr,12.0,1,0,99.0,5,15,34.020257191
1,24600,75636.0,112956.0,DebtCon,ProfExe,1.0,1,0,319.0,3,42,34.749171693
0,28400,46126.0,66942.0,DebtCon,Office,18.0,0,0,181.0,2,21,33.76903515
0,9600,56224.0,60260.0,DebtCon,Other,15.0,0,3,220.0,0,36,25.439463543
0,14700,30210.0,42751.0,DebtCon,Mgr,17.0,0,0,87.0,0,17,23.397362241
0,15100,26196.0,45657.0,HomeImp,Other,9.0,0,0,87.0,1,12,29.321754466
0,24900,60778.0,94374.0,DebtCon,Other,5.0,0,0,232.0,1,20,34.92549001
0,21300,143676.0,181960.0,HomeImp,Mgr,8.0,0,0,313.0,0,17,43.645348659
0,16000,66395.0,85782.0,DebtCon,Other,1.0,2,1,100.0,1,25,33.20696963
0,15100,140193.0,176342.0,DebtCon,Mgr,11.0,0,0,248.0,0,20,30.080158196
0,15900,52012.0,105877.0,HomeImp,Other,0.0,0,2,51.0,1,10,40.392256543
1,10500,89000.0,268000.0,HomeImp,ProfExe,7.0,4,0,121.0,2,15,34.749171693
1,16500,50000.0,88772.0,DebtCon,Mgr,1.0,0,0,121.0,3,11,34.749171693
0,20200,41479.0,70102.0,DebtCon,Office,5.0,0,0,173.0,2,26,33.834671174
0,31900,15150.0,61388.0,DebtCon,Other,1.0,0,0,102.0,1,5,37.816570803
0,69000,197587.0,295551.0,DebtCon,Self,10.0,0,0,212.0,3,24,30.356856518
0,13500,63572.0,102739.0,HomeImp,ProfExe,7.0,0,0,251.0,0,12,34.913793441
0,10400,66044.0,83531.0,HomeImp,Office,12.0,0,0,242.0,0,31,45.569842652
0,13700,94650.0,109650.0,DebtCon,Office,3.5,0,1,269.0,1,34,34.749171693
0,28600,85174.0,127306.0,DebtCon,Other,1.0,0,0,193.0,1,24,40.656248579
1,6500,48000.0,61000.0,DebtCon,Other,1.0,1,0,97.0,6,38,34.749171693
0,11800,86785.0,125552.0,DebtCon,Office,11.0,0,0,148.0,1,22,37.884449327
0,5500,70481.0,82446.0,HomeImp,Other,8.0,0,1,117.0,0,24,37.612682724
0,10800,80203.0,98731.0,DebtCon,Other,4.0,0,0,113.0,2,31,41.474073805
0,24000,144975.0,180539.0,DebtCon,ProfExe,6.0,0,1,193.0,5,43,39.593595223
1,25000,98500.0,130000.0,DebtCon,Other,5.0,0,1,202.0,4,43,34.749171693
0,17000,53058.0,74000.0,DebtCon,Other,17.0,1,0,205.0,1,21,34.749171693
0,25200,64799.0,68083.0,DebtCon,Other,26.0,0,0,128.0,0,8,21.05500114
0,18000,68000.0,98898.0,DebtCon,Office,10.0,0,0,207.0,2,13,34.749171693
0,21300,185874.0,235968.0,DebtCon,ProfExe,3.0,0,0,292.0,1,26,36.993649952
0,17200,35116.0,60489.0,DebtCon,Other,17.0,0,0,106.0,1,18,38.806240708
0,16000,71670.0,84124.0,DebtCon,Other,10.0,0,0,82.0,3,12,32.948898967
0,25400,61771.0,105880.0,DebtCon,Other,17.0,0,1,130.0,0,29,37.195249012
0,13400,156455.0,180313.0,DebtCon,ProfExe,6.0,1,1,211.0,4,25,40.247372799
0,23600,70769.0,183593.0,DebtCon,Other,11.0,0,0,367.0,1,17,33.789192331
0,10000,127319.0,194992.0,HomeImp,Office,1.0,0,1,338.0,0,16,41.447505948
0,21000,64799.0,91455.0,HomeImp,Other,7.0,0,0,174.0,1,15,38.593376406
0,14200,94696.0,121528.0,DebtCon,Office,10.0,0,0,209.0,0,12,39.64882408
0,22600,31933.0,47669.0,HomeImp,Self,4.0,0,0,133.0,0,11,24.201086188
0,9600,50655.0,59502.0,DebtCon,Other,0.0,0,0,93.0,0,20,37.982353508
1,21600,144276.0,190797.0,DebtCon,Mgr,0.0,1,4,313.0,2,18,37.971354949
0,15900,49516.0,105352.0,HomeImp,Other,0.0,0,2,54.0,0,9,40.270607618
0,40600,14534.0,60000.0,DebtCon,Other,20.0,0,0,207.0,1,31,34.749171693
1,50000,235000.0,295000.0,HomeImp,Mgr,6.0,0,1,111.0,8,23,34.749171693
0,19000,105729.0,172555.0,DebtCon,Office,6.0,0,0,216.0,4,23,41.046748124
0,22500,52000.0,87250.0,DebtCon,Other,7.0,0,0,232.0,1,20,34.749171693
0,17800,61494.0,85864.0,DebtCon,Other,2.0,0,0,304.0,3,15,40.246312084
0,24800,43287.0,72898.0,DebtCon,Other,8.0,0,0,87.0,1,18,34.0310957
0,88300,54004.0,94838.0,DebtCon,Other,16.0,0,0,194.0,0,15,36.262691334
1,17000,61000.0,127000.0,DebtCon,Mgr,9.0,0,5,257.0,0,40,34.749171693
0,16100,107758.0,124610.0,DebtCon,ProfExe,0.0,0,0,129.0,0,29,34.2115674
0,9200,19756.0,26140.0,DebtCon,Other,0.0,1,0,0.0,9,7,27.075256643
0,10500,57372.0,67960.0,DebtCon,ProfExe,1.5,0,0,158.0,2,35,34.749171693
0,15900,42623.0,66458.0,DebtCon,ProfExe,4.0,0,0,147.0,1,12,30.289129835
0,54000,176922.0,256977.0,DebtCon,ProfExe,6.0,0,0,226.0,2,33,37.989689206
0,8200,117314.0,132770.0,DebtCon,Self,4.0,0,1,176.0,0,19,34.55205243
0,18900,69325.0,102438.0,DebtCon,Other,7.0,2,1,223.0,2,13,43.524097796
0,9800,62826.0,65912.0,HomeImp,Other,6.0,0,0,133.0,0,34,37.588199542
0,8200,62603.0,86782.0,DebtCon,ProfExe,15.0,0,0,220.0,0,18,24.63662135
0,20100,64799.0,22971.0,DebtCon,ProfExe,5.0,0,0,103.0,1,18,18.507802639
0,32800,13781.0,43371.0,DebtCon,Other,28.0,0,0,204.0,0,14,40.657779937
0,15000,65584.0,92582.0,DebtCon,Other,10.0,0,0,83.0,2,10,34.317240799
0,16800,67049.0,89729.0,HomeImp,Other,7.0,0,0,286.0,0,20,28.739128016
1,14100,43927.0,60000.0,DebtCon,Other,0.0,0,0,0.0,12,8,34.749171693
0,20200,137000.0,174685.0,DebtCon,ProfExe,6.0,0,1,184.0,5,43,34.749171693
0,15800,74575.0,95815.0,DebtCon,Other,7.0,2,0,70.0,0,21,24.108726876
0,22800,64799.0,74988.0,DebtCon,Sales,2.0,0,0,394.0,0,23,24.050207993
1,4900,25597.0,23031.0,HomeImp,Other,5.0,0,0,102.0,0,8,33.243156978
1,17500,110603.0,142000.0,DebtCon,Other,1.0,1,0,163.0,3,25,34.749171693
0,5900,70973.0,77989.0,HomeImp,Other,7.0,0,0,120.0,0,24,41.442500462
0,12800,75139.0,105289.0,HomeImp,ProfExe,8.0,0,0,152.0,0,35,31.210704737
0,22300,60513.0,111713.0,DebtCon,ProfExe,15.0,0,3,292.0,1,35,27.705170635
0,12300,60200.0,77079.0,HomeImp,Office,13.0,0,0,242.0,1,32,45.394168545
1,27000,79218.0,115721.0,DebtCon,Other,9.0,0,0,280.0,0,35,33.227763077
0,8000,58006.0,94930.0,HomeImp,ProfExe,4.0,0,0,223.0,2,24,30.913395837
1,18600,51936.0,75278.0,DebtCon,ProfExe,3.0,0,0,200.0,0,21,36.995645842
0,15600,64799.0,66837.0,DebtCon,Other,9.0,0,0,95.0,0,15,26.322569547
0,28000,49764.0,74526.0,DebtCon,Other,24.0,1,1,295.0,1,30,37.611309376
0,19100,31442.0,57151.0,DebtCon,Other,16.0,0,0,100.0,1,17,39.907041625
1,7500,35945.0,49750.0,HomeImp,Other,3.0,0,0,122.0,0,23,34.749171693
0,4700,53918.0,59511.0,DebtCon,Other,6.0,0,0,54.0,1,15,34.416507811
0,15400,32855.0,69663.0,DebtCon,ProfExe,7.0,0,0,256.0,1,16,23.3103728
0,28300,105000.0,147000.0,DebtCon,ProfExe,11.0,0,0,162.0,1,17,34.749171693
1,29500,118000.0,169900.0,DebtCon,Mgr,8.0,0,0,139.0,1,23,34.749171693
0,13500,44586.0,73764.0,DebtCon,Other,2.0,0,0,264.0,0,21,29.96620202
0,12300,33061.0,46277.0,DebtCon,Other,8.0,1,1,155.0,7,28,39.701782857
1,13500,28000.0,85999.0,DebtCon,Other,0.0,6,4,227.0,6,37,34.749171693
1,13600,70000.0,88000.0,DebtCon,Mgr,16.0,0,0,294.0,0,0,34.749171693
0,5400,53429.0,64505.0,DebtCon,Other,5.0,0,0,70.0,1,16,36.480236299
0,27300,64799.0,116708.0,DebtCon,Mgr,11.0,0,0,175.0,0,26,33.747826295
0,12000,72786.0,84595.0,DebtCon,Office,4.0,2,2,199.0,3,30,38.090209026
0,16700,102687.0,137417.0,DebtCon,ProfExe,7.0,0,0,98.0,0,14,31.10800492
0,4200,56544.0,59218.0,HomeImp,Office,19.0,0,0,211.0,1,20,19.027704425
0,25900,118965.0,154728.0,DebtCon,ProfExe,8.0,0,0,101.0,3,26,32.598401872
1,31500,16800.0,88772.0,DebtCon,Other,12.0,1,2,111.0,4,20,34.749171693
0,15500,59316.0,80837.0,DebtCon,Other,1.0,0,0,127.0,3,11,35.901463044
0,9400,52598.0,74747.0,DebtCon,Mgr,6.0,0,1,129.0,2,24,42.265466118
1,13200,65997.0,88000.0,DebtCon,Other,2.0,0,0,113.0,2,25,34.749171693
0,11800,53596.0,69786.0,DebtCon,Mgr,5.0,0,1,127.0,2,24,41.047754879
1,34600,169960.0,224716.0,DebtCon,Mgr,2.0,0,0,182.0,2,21,32.710204856
1,5100,9900.0,30451.0,HomeImp,Other,11.0,0,0,21.0,0,2,34.749171693
0,6400,28041.0,33438.0,DebtCon,Other,1.0,1,0,10.0,10,6,29.753700283
1,29000,101824.0,88772.0,DebtCon,Mgr,4.0,2,4,187.0,0,14,34.749171693
0,15000,94705.0,114400.0,DebtCon,Other,9.0,0,0,300.0,2,19,34.749171693
0,22800,64799.0,146840.0,DebtCon,Other,7.0,0,0,181.0,1,21,14.800087156
0,13900,50415.0,68166.0,DebtCon,Other,10.0,0,0,236.0,0,17,33.770037533
1,27700,19300.0,39000.0,DebtCon,Mgr,12.0,3,0,212.0,0,46,34.749171693
1,16500,65900.0,87000.0,DebtCon,Other,26.0,0,3,110.0,5,35,34.749171693
0,42900,8117.0,66731.0,HomeImp,Office,7.0,0,0,315.0,0,19,13.312355906
0,10000,63218.0,76500.0,DebtCon,Office,5.0,2,3,184.0,3,30,34.749171693
0,9900,26427.0,87134.0,HomeImp,ProfExe,20.0,0,0,244.0,0,11,25.003965494
0,13700,96225.0,112676.0,HomeImp,Office,2.0,0,0,145.0,1,22,38.781048258
1,8900,64343.0,84013.0,DebtCon,Other,4.0,0,0,39.0,0,12,35.788437459
0,16100,54715.0,71673.0,DebtCon,Office,1.0,0,0,186.0,0,25,29.670506363
1,22300,64799.0,135000.0,DebtCon,Office,9.0,0,0,181.0,1,21,34.749171693
0,9000,50866.0,73064.0,DebtCon,Mgr,5.0,1,1,119.0,3,23,40.1860615
1,40000,76769.0,129000.0,DebtCon,Sales,30.0,0,0,286.0,2,35,34.749171693
1,8700,62600.0,77600.0,DebtCon,Other,0.5,1,0,351.0,3,13,34.749171693
1,17000,87600.0,110000.0,DebtCon,Other,0.4,6,0,181.0,2,46,34.749171693
0,27500,23439.0,47177.0,DebtCon,Other,25.0,0,0,113.0,0,11,23.022894085
0,19000,42488.0,65636.0,DebtCon,Other,7.0,0,0,91.0,3,14,42.226716481
1,11000,45000.0,63775.0,DebtCon,Other,14.0,0,0,173.0,0,18,34.749171693
1,28900,63748.0,36392.0,DebtCon,Sales,9.0,4,1,124.0,6,23,44.578500055
0,23600,94908.0,101678.0,DebtCon,ProfExe,1.0,1,0,126.0,0,19,33.224319129
0,23800,76390.0,110315.0,DebtCon,Mgr,7.0,0,0,276.0,2,29,29.713601037
1,7000,83000.0,97635.0,HomeImp,Other,5.6,3,0,141.0,0,10,34.749171693
0,27100,44095.0,77587.0,DebtCon,Mgr,14.0,1,0,92.0,6,15,33.535547201
0,20900,58299.0,78684.0,DebtCon,Other,3.0,0,0,99.0,0,16,38.972003875
0,8900,64799.0,49147.0,HomeImp,Other,7.0,0,0,111.0,1,8,37.108142059
0,18500,99474.0,127470.0,DebtCon,Office,22.0,0,0,287.0,3,16,30.996027629
1,50200,34668.0,88772.0,DebtCon,Mgr,7.0,1,0,118.0,1,5,36.72448606
1,23500,54816.0,87000.0,DebtCon,Other,3.5,0,1,223.0,0,17,34.749171693
1,20000,70862.0,201500.0,DebtCon,Mgr,9.3,0,1,290.0,1,25,34.749171693
0,52200,64799.0,90240.0,HomeImp,Other,7.0,0,0,342.0,0,7,24.016671085
0,17700,36253.0,57420.0,DebtCon,ProfExe,3.0,0,0,268.0,1,34,37.934570083
0,20200,25956.0,92553.0,DebtCon,ProfExe,7.0,0,0,156.0,0,21,28.290439504
1,30900,106717.0,88772.0,DebtCon,Mgr,4.0,2,4,172.0,0,13,47.795906106
0,9800,58936.0,78078.0,DebtCon,Other,19.0,0,0,152.0,0,11,32.188760518
0,11800,112146.0,140781.0,DebtCon,ProfExe,14.0,0,0,171.0,0,32,29.942492402
0,28100,100420.0,207737.0,DebtCon,Other,22.0,0,0,197.0,0,19,26.372548724
0,13100,50552.0,59889.0,DebtCon,Other,4.0,0,0,179.0,0,13,38.763313808
0,10200,16322.0,86505.0,DebtCon,Other,8.0,0,0,259.0,0,14,21.253498139
1,14000,139000.0,159000.0,DebtCon,Mgr,13.0,0,1,171.0,1,32,34.749171693
1,8000,33689.3,48000.0,DebtCon,Other,3.0,0,0,104.0,0,13,34.749171693
0,14400,46551.0,68545.0,DebtCon,Other,7.0,0,0,119.0,3,49,29.571263376
0,13000,64799.0,72175.0,HomeImp,Other,7.0,0,0,368.0,0,6,36.561139738
0,15000,100000.0,115000.0,DebtCon,ProfExe,1.0,0,0,129.0,0,30,34.749171693
0,18000,23252.0,50750.0,DebtCon,ProfExe,16.0,0,0,181.0,1,20,34.749171693
1,18000,39005.0,60000.0,DebtCon,Other,10.0,2,0,113.0,5,5,34.749171693
0,9300,64799.0,45906.0,HomeImp,Other,7.0,0,0,93.0,1,9,36.141276164
0,22500,76493.0,105545.0,DebtCon,Other,7.0,1,1,236.0,2,13,43.061669134
0,10600,50662.0,62491.0,DebtCon,Other,0.0,0,0,198.0,1,13,26.251888349
0,7100,57863.0,70969.0,DebtCon,Other,0.0,0,0,66.0,7,21,26.829490191
0,18300,109437.0,114900.0,DebtCon,Other,1.0,0,0,138.0,1,20,38.332316894
0,18400,99902.0,125249.0,DebtCon,Office,26.0,0,0,294.0,2,16,33.488547383
1,10000,62000.0,80000.0,DebtCon,Other,5.0,0,1,97.0,4,30,34.749171693
0,11000,102000.0,120000.0,DebtCon,Other,3.0,0,0,126.0,1,26,34.749171693
0,5700,49514.0,58249.0,HomeImp,Office,21.0,0,0,213.0,0,21,21.258026878
0,26500,64799.0,122693.0,DebtCon,Mgr,9.0,0,0,154.0,0,27,32.200811209
0,18400,83548.0,111626.0,DebtCon,ProfExe,9.0,0,0,164.0,3,17,37.078117787
0,13500,71698.0,93536.0,DebtCon,Other,6.0,0,0,202.0,2,19,42.814734648
0,33700,83471.0,133221.0,DebtCon,Mgr,29.0,0,0,335.0,0,19,39.095566258
1,20000,71254.0,109200.0,DebtCon,Other,10.0,0,0,181.0,1,21,34.749171693
0,10300,65876.0,80064.0,DebtCon,Other,3.0,0,0,221.0,0,15,30.633131002
1,7500,32070.0,36811.0,DebtCon,Other,1.0,1,0,228.0,0,6,30.162214113
0,16600,9626.0,96887.0,HomeImp,Other,14.0,0,0,264.0,0,23,28.674701982
0,5500,64799.0,35402.0,HomeImp,Other,7.0,0,0,181.0,1,21,35.272073735
0,32000,22832.0,43358.0,DebtCon,Other,1.0,0,0,68.0,0,7,13.665797689
0,37800,31214.0,58282.0,DebtCon,Other,7.0,0,0,63.0,7,0,34.226189581
1,25000,39000.0,72500.0,DebtCon,Other,3.0,0,1,115.0,3,22,34.749171693
0,25900,145700.0,211151.0,HomeImp,ProfExe,6.0,0,0,182.0,1,27,38.48048457
0,30000,79044.0,118685.0,DebtCon,Mgr,12.0,0,0,92.0,1,34,27.224985258
0,19000,130291.0,168187.0,DebtCon,Office,3.0,0,0,141.0,0,20,24.788150207
0,21700,56822.0,78399.0,DebtCon,Mgr,10.0,1,0,71.0,3,28,36.610540064
0,25300,60084.0,88898.0,DebtCon,Other,7.0,0,0,227.0,0,19,36.444430994
0,10600,48018.0,68963.0,DebtCon,Mgr,2.0,0,0,187.0,1,16,30.655744344
0,7900,44682.0,57285.0,DebtCon,Other,7.0,1,0,110.0,1,25,25.409016713
1,12100,67000.0,79100.0,DebtCon,Mgr,5.0,0,0,155.0,1,32,34.749171693
0,23400,48549.0,68957.0,DebtCon,Office,6.0,0,0,173.0,1,27,34.456762198
0,12900,18106.0,37881.0,DebtCon,Mgr,8.0,0,0,134.0,0,10,20.515961862
0,22700,64799.0,132297.0,HomeImp,Other,1.0,0,0,309.0,3,20,29.371002276
0,13800,77130.0,127000.0,DebtCon,ProfExe,15.0,0,0,296.0,0,19,34.749171693
0,68000,191000.0,288000.0,DebtCon,Self,11.0,0,0,218.0,3,25,34.749171693
1,25600,50910.0,87358.0,DebtCon,Other,19.0,2,0,104.0,0,27,42.677450653
0,26000,75034.0,100852.0,DebtCon,Office,10.0,0,0,152.0,0,20,36.356309397
0,21700,8606.0,75530.0,DebtCon,Office,7.0,0,0,257.0,0,21,38.739218905
0,28900,134509.0,211558.0,DebtCon,ProfExe,10.0,0,0,248.0,2,27,20.610706647
0,12400,115902.0,146813.0,DebtCon,ProfExe,1.0,0,0,288.0,0,45,33.054284333
1,24800,132000.0,165000.0,DebtCon,Mgr,19.0,0,0,188.0,4,35,34.749171693
1,6700,64799.0,81239.0,HomeImp,Other,19.0,0,0,181.0,1,21,40.894931701
0,25200,55823.0,90658.0,DebtCon,Office,0.0,0,0,85.0,0,22,35.571294933
0,14500,64799.0,35183.0,DebtCon,Other,12.0,0,1,94.0,1,8,32.605000982
0,21900,105787.0,142466.0,HomeImp,ProfExe,8.0,0,0,145.0,0,22,32.333899345
0,5900,74187.0,78976.0,HomeImp,Other,9.0,0,1,118.0,0,24,40.110407425
1,8800,33395.0,51057.0,DebtCon,Office,2.0,0,0,81.0,1,20,16.883031014
0,8000,41000.0,54000.0,DebtCon,Mgr,4.0,0,0,190.0,1,22,34.749171693
0,8500,83157.0,202962.0,HomeImp,Self,14.0,0,0,14.0,5,8,21.297339233
0,17100,27842.0,74459.0,HomeImp,Other,7.0,0,0,249.0,0,49,44.552154152
0,18000,63508.0,94991.0,DebtCon,Office,1.0,0,0,156.0,0,25,23.58566428
1,29400,48800.0,86000.0,DebtCon,Other,5.0,1,0,53.0,2,21,34.749171693
1,9200,70715.0,85000.0,DebtCon,Office,26.0,0,0,143.0,2,23,34.749171693
